Log,Attack Type,Source
Dst Port: 80 | Protocol: 6 | Flow Duration: 5007379 | Tot Fwd Pkts: 4 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 322 | TotLen Bwd Pkts: 972 | Fwd Pkt Len Max: 322 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 80.50 | Fwd Pkt Len Std: 161.00 | Bwd Pkt Len Max: 972,Dos Attacks-Goldeneye,02-15-2018.csv
Dst Port: 80 | Protocol: 6 | Flow Duration: 5071708 | Tot Fwd Pkts: 4 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 351 | TotLen Bwd Pkts: 662 | Fwd Pkt Len Max: 351 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 87.75 | Fwd Pkt Len Std: 175.50 | Bwd Pkt Len Max: 662,Dos Attacks-Goldeneye,02-15-2018.csv
Dst Port: 80 | Protocol: 6 | Flow Duration: 11995383 | Tot Fwd Pkts: 4 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 629 | TotLen Bwd Pkts: 662 | Fwd Pkt Len Max: 629 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 157.25 | Fwd Pkt Len Std: 314.50 | Bwd Pkt Len Max: 662,Dos Attacks-Goldeneye,02-15-2018.csv
Dst Port: 80 | Protocol: 6 | Flow Duration: 7143347 | Tot Fwd Pkts: 4 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 459 | TotLen Bwd Pkts: 662 | Fwd Pkt Len Max: 459 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 114.75 | Fwd Pkt Len Std: 229.50 | Bwd Pkt Len Max: 662,Dos Attacks-Goldeneye,02-15-2018.csv
Dst Port: 80 | Protocol: 6 | Flow Duration: 5026717 | Tot Fwd Pkts: 4 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 249 | TotLen Bwd Pkts: 972 | Fwd Pkt Len Max: 249 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 62.25 | Fwd Pkt Len Std: 124.50 | Bwd Pkt Len Max: 972,Dos Attacks-Goldeneye,02-15-2018.csv
Dst Port: 80 | Protocol: 6 | Flow Duration: 5008806 | Tot Fwd Pkts: 4 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 339 | TotLen Bwd Pkts: 972 | Fwd Pkt Len Max: 339 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 84.75 | Fwd Pkt Len Std: 169.50 | Bwd Pkt Len Max: 972,Dos Attacks-Goldeneye,02-15-2018.csv
Dst Port: 80 | Protocol: 6 | Flow Duration: 5011309 | Tot Fwd Pkts: 4 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 334 | TotLen Bwd Pkts: 972 | Fwd Pkt Len Max: 334 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 83.50 | Fwd Pkt Len Std: 167.00 | Bwd Pkt Len Max: 972,Dos Attacks-Goldeneye,02-15-2018.csv
Dst Port: 80 | Protocol: 6 | Flow Duration: 11964422 | Tot Fwd Pkts: 4 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 306 | TotLen Bwd Pkts: 972 | Fwd Pkt Len Max: 306 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 76.50 | Fwd Pkt Len Std: 153.00 | Bwd Pkt Len Max: 972,Dos Attacks-Goldeneye,02-15-2018.csv
Dst Port: 80 | Protocol: 6 | Flow Duration: 5048801 | Tot Fwd Pkts: 4 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 438 | TotLen Bwd Pkts: 972 | Fwd Pkt Len Max: 438 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 109.50 | Fwd Pkt Len Std: 219.00 | Bwd Pkt Len Max: 972,Dos Attacks-Goldeneye,02-15-2018.csv
Dst Port: 80 | Protocol: 6 | Flow Duration: 11778897 | Tot Fwd Pkts: 4 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 622 | TotLen Bwd Pkts: 972 | Fwd Pkt Len Max: 622 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 155.50 | Fwd Pkt Len Std: 311.00 | Bwd Pkt Len Max: 972,Dos Attacks-Goldeneye,02-15-2018.csv
Dst Port: 80 | Protocol: 6 | Flow Duration: 5005834 | Tot Fwd Pkts: 4 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 355 | TotLen Bwd Pkts: 662 | Fwd Pkt Len Max: 355 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 88.75 | Fwd Pkt Len Std: 177.50 | Bwd Pkt Len Max: 662,Dos Attacks-Goldeneye,02-15-2018.csv
Dst Port: 80 | Protocol: 6 | Flow Duration: 11378574 | Tot Fwd Pkts: 4 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 496 | TotLen Bwd Pkts: 972 | Fwd Pkt Len Max: 496 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 124.00 | Fwd Pkt Len Std: 248.00 | Bwd Pkt Len Max: 972,Dos Attacks-Goldeneye,02-15-2018.csv
Dst Port: 80 | Protocol: 6 | Flow Duration: 11970855 | Tot Fwd Pkts: 4 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 596 | TotLen Bwd Pkts: 972 | Fwd Pkt Len Max: 596 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 149.00 | Fwd Pkt Len Std: 298.00 | Bwd Pkt Len Max: 972,Dos Attacks-Goldeneye,02-15-2018.csv
Dst Port: 80 | Protocol: 6 | Flow Duration: 5053236 | Tot Fwd Pkts: 4 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 510 | TotLen Bwd Pkts: 972 | Fwd Pkt Len Max: 510 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 127.50 | Fwd Pkt Len Std: 255.00 | Bwd Pkt Len Max: 972,Dos Attacks-Goldeneye,02-15-2018.csv
Dst Port: 80 | Protocol: 6 | Flow Duration: 11947773 | Tot Fwd Pkts: 4 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 367 | TotLen Bwd Pkts: 662 | Fwd Pkt Len Max: 367 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 91.75 | Fwd Pkt Len Std: 183.50 | Bwd Pkt Len Max: 662,Dos Attacks-Goldeneye,02-15-2018.csv
Dst Port: 80 | Protocol: 6 | Flow Duration: 11996566 | Tot Fwd Pkts: 4 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 424 | TotLen Bwd Pkts: 972 | Fwd Pkt Len Max: 424 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 106.00 | Fwd Pkt Len Std: 212.00 | Bwd Pkt Len Max: 972,Dos Attacks-Goldeneye,02-15-2018.csv
Dst Port: 80 | Protocol: 6 | Flow Duration: 5015043 | Tot Fwd Pkts: 4 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 413 | TotLen Bwd Pkts: 972 | Fwd Pkt Len Max: 413 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 103.25 | Fwd Pkt Len Std: 206.50 | Bwd Pkt Len Max: 972,Dos Attacks-Goldeneye,02-15-2018.csv
Dst Port: 80 | Protocol: 6 | Flow Duration: 11777339 | Tot Fwd Pkts: 4 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 602 | TotLen Bwd Pkts: 972 | Fwd Pkt Len Max: 602 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 150.50 | Fwd Pkt Len Std: 301.00 | Bwd Pkt Len Max: 972,Dos Attacks-Goldeneye,02-15-2018.csv
Dst Port: 80 | Protocol: 6 | Flow Duration: 11971816 | Tot Fwd Pkts: 4 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 351 | TotLen Bwd Pkts: 972 | Fwd Pkt Len Max: 351 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 87.75 | Fwd Pkt Len Std: 175.50 | Bwd Pkt Len Max: 972,Dos Attacks-Goldeneye,02-15-2018.csv
Dst Port: 80 | Protocol: 6 | Flow Duration: 11944063 | Tot Fwd Pkts: 4 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 448 | TotLen Bwd Pkts: 972 | Fwd Pkt Len Max: 448 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 112.00 | Fwd Pkt Len Std: 224.00 | Bwd Pkt Len Max: 972,Dos Attacks-Goldeneye,02-15-2018.csv
Dst Port: 80 | Protocol: 6 | Flow Duration: 5008284 | Tot Fwd Pkts: 4 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 482 | TotLen Bwd Pkts: 662 | Fwd Pkt Len Max: 482 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 120.50 | Fwd Pkt Len Std: 241.00 | Bwd Pkt Len Max: 662,Dos Attacks-Goldeneye,02-15-2018.csv
Dst Port: 80 | Protocol: 6 | Flow Duration: 11779284 | Tot Fwd Pkts: 4 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 384 | TotLen Bwd Pkts: 972 | Fwd Pkt Len Max: 384 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 96.00 | Fwd Pkt Len Std: 192.00 | Bwd Pkt Len Max: 972,Dos Attacks-Goldeneye,02-15-2018.csv
Dst Port: 80 | Protocol: 6 | Flow Duration: 5010133 | Tot Fwd Pkts: 4 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 328 | TotLen Bwd Pkts: 972 | Fwd Pkt Len Max: 328 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 82.00 | Fwd Pkt Len Std: 164.00 | Bwd Pkt Len Max: 972,Dos Attacks-Goldeneye,02-15-2018.csv
Dst Port: 80 | Protocol: 6 | Flow Duration: 12971020 | Tot Fwd Pkts: 6 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 663 | TotLen Bwd Pkts: 972 | Fwd Pkt Len Max: 663 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 110.50 | Fwd Pkt Len Std: 270.67 | Bwd Pkt Len Max: 972,Dos Attacks-Goldeneye,02-15-2018.csv
Dst Port: 80 | Protocol: 6 | Flow Duration: 11971198 | Tot Fwd Pkts: 4 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 332 | TotLen Bwd Pkts: 972 | Fwd Pkt Len Max: 332 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 83.00 | Fwd Pkt Len Std: 166.00 | Bwd Pkt Len Max: 972,Dos Attacks-Goldeneye,02-15-2018.csv
Dst Port: 80 | Protocol: 6 | Flow Duration: 11978248 | Tot Fwd Pkts: 4 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 526 | TotLen Bwd Pkts: 972 | Fwd Pkt Len Max: 526 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 131.50 | Fwd Pkt Len Std: 263.00 | Bwd Pkt Len Max: 972,Dos Attacks-Goldeneye,02-15-2018.csv
Dst Port: 80 | Protocol: 6 | Flow Duration: 11967315 | Tot Fwd Pkts: 4 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 294 | TotLen Bwd Pkts: 972 | Fwd Pkt Len Max: 294 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 73.50 | Fwd Pkt Len Std: 147.00 | Bwd Pkt Len Max: 972,Dos Attacks-Goldeneye,02-15-2018.csv
Dst Port: 80 | Protocol: 6 | Flow Duration: 11775738 | Tot Fwd Pkts: 4 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 430 | TotLen Bwd Pkts: 972 | Fwd Pkt Len Max: 430 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 107.50 | Fwd Pkt Len Std: 215.00 | Bwd Pkt Len Max: 972,Dos Attacks-Goldeneye,02-15-2018.csv
Dst Port: 80 | Protocol: 6 | Flow Duration: 5020254 | Tot Fwd Pkts: 4 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 476 | TotLen Bwd Pkts: 972 | Fwd Pkt Len Max: 476 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 119.00 | Fwd Pkt Len Std: 238.00 | Bwd Pkt Len Max: 972,Dos Attacks-Goldeneye,02-15-2018.csv
Dst Port: 80 | Protocol: 6 | Flow Duration: 5009596 | Tot Fwd Pkts: 4 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 484 | TotLen Bwd Pkts: 972 | Fwd Pkt Len Max: 484 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 121.00 | Fwd Pkt Len Std: 242.00 | Bwd Pkt Len Max: 972,Dos Attacks-Goldeneye,02-15-2018.csv
Dst Port: 80 | Protocol: 6 | Flow Duration: 11780260 | Tot Fwd Pkts: 4 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 422 | TotLen Bwd Pkts: 972 | Fwd Pkt Len Max: 422 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 105.50 | Fwd Pkt Len Std: 211.00 | Bwd Pkt Len Max: 972,Dos Attacks-Goldeneye,02-15-2018.csv
Dst Port: 80 | Protocol: 6 | Flow Duration: 11378801 | Tot Fwd Pkts: 4 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 598 | TotLen Bwd Pkts: 972 | Fwd Pkt Len Max: 598 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 149.50 | Fwd Pkt Len Std: 299.00 | Bwd Pkt Len Max: 972,Dos Attacks-Goldeneye,02-15-2018.csv
Dst Port: 80 | Protocol: 6 | Flow Duration: 11966065 | Tot Fwd Pkts: 4 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 338 | TotLen Bwd Pkts: 972 | Fwd Pkt Len Max: 338 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 84.50 | Fwd Pkt Len Std: 169.00 | Bwd Pkt Len Max: 972,Dos Attacks-Goldeneye,02-15-2018.csv
Dst Port: 80 | Protocol: 6 | Flow Duration: 11993870 | Tot Fwd Pkts: 4 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 394 | TotLen Bwd Pkts: 662 | Fwd Pkt Len Max: 394 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 98.50 | Fwd Pkt Len Std: 197.00 | Bwd Pkt Len Max: 662,Dos Attacks-Goldeneye,02-15-2018.csv
Dst Port: 80 | Protocol: 6 | Flow Duration: 5039863 | Tot Fwd Pkts: 4 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 631 | TotLen Bwd Pkts: 662 | Fwd Pkt Len Max: 631 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 157.75 | Fwd Pkt Len Std: 315.50 | Bwd Pkt Len Max: 662,Dos Attacks-Goldeneye,02-15-2018.csv
Dst Port: 80 | Protocol: 6 | Flow Duration: 5013628 | Tot Fwd Pkts: 4 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 375 | TotLen Bwd Pkts: 972 | Fwd Pkt Len Max: 375 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 93.75 | Fwd Pkt Len Std: 187.50 | Bwd Pkt Len Max: 972,Dos Attacks-Goldeneye,02-15-2018.csv
Dst Port: 80 | Protocol: 6 | Flow Duration: 5008732 | Tot Fwd Pkts: 4 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 423 | TotLen Bwd Pkts: 972 | Fwd Pkt Len Max: 423 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 105.75 | Fwd Pkt Len Std: 211.50 | Bwd Pkt Len Max: 972,Dos Attacks-Goldeneye,02-15-2018.csv
Dst Port: 80 | Protocol: 6 | Flow Duration: 5050409 | Tot Fwd Pkts: 4 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 421 | TotLen Bwd Pkts: 972 | Fwd Pkt Len Max: 421 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 105.25 | Fwd Pkt Len Std: 210.50 | Bwd Pkt Len Max: 972,Dos Attacks-Goldeneye,02-15-2018.csv
Dst Port: 80 | Protocol: 6 | Flow Duration: 5053634 | Tot Fwd Pkts: 4 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 377 | TotLen Bwd Pkts: 972 | Fwd Pkt Len Max: 377 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 94.25 | Fwd Pkt Len Std: 188.50 | Bwd Pkt Len Max: 972,Dos Attacks-Goldeneye,02-15-2018.csv
Dst Port: 80 | Protocol: 6 | Flow Duration: 5006138 | Tot Fwd Pkts: 4 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 525 | TotLen Bwd Pkts: 972 | Fwd Pkt Len Max: 525 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 131.25 | Fwd Pkt Len Std: 262.50 | Bwd Pkt Len Max: 972,Dos Attacks-Goldeneye,02-15-2018.csv
Dst Port: 80 | Protocol: 6 | Flow Duration: 5013372 | Tot Fwd Pkts: 4 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 508 | TotLen Bwd Pkts: 972 | Fwd Pkt Len Max: 508 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 127.00 | Fwd Pkt Len Std: 254.00 | Bwd Pkt Len Max: 972,Dos Attacks-Goldeneye,02-15-2018.csv
Dst Port: 80 | Protocol: 6 | Flow Duration: 5011614 | Tot Fwd Pkts: 4 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 397 | TotLen Bwd Pkts: 972 | Fwd Pkt Len Max: 397 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 99.25 | Fwd Pkt Len Std: 198.50 | Bwd Pkt Len Max: 972,Dos Attacks-Goldeneye,02-15-2018.csv
Dst Port: 80 | Protocol: 6 | Flow Duration: 11378569 | Tot Fwd Pkts: 4 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 448 | TotLen Bwd Pkts: 662 | Fwd Pkt Len Max: 448 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 112.00 | Fwd Pkt Len Std: 224.00 | Bwd Pkt Len Max: 662,Dos Attacks-Goldeneye,02-15-2018.csv
Dst Port: 80 | Protocol: 6 | Flow Duration: 5003769 | Tot Fwd Pkts: 4 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 330 | TotLen Bwd Pkts: 972 | Fwd Pkt Len Max: 330 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 82.50 | Fwd Pkt Len Std: 165.00 | Bwd Pkt Len Max: 972,Dos Attacks-Goldeneye,02-15-2018.csv
Dst Port: 80 | Protocol: 6 | Flow Duration: 5997808 | Tot Fwd Pkts: 4 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 278 | TotLen Bwd Pkts: 662 | Fwd Pkt Len Max: 278 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 69.50 | Fwd Pkt Len Std: 139.00 | Bwd Pkt Len Max: 662,Dos Attacks-Goldeneye,02-15-2018.csv
Dst Port: 80 | Protocol: 6 | Flow Duration: 5002649 | Tot Fwd Pkts: 4 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 485 | TotLen Bwd Pkts: 972 | Fwd Pkt Len Max: 485 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 121.25 | Fwd Pkt Len Std: 242.50 | Bwd Pkt Len Max: 972,Dos Attacks-Goldeneye,02-15-2018.csv
Dst Port: 80 | Protocol: 6 | Flow Duration: 5012432 | Tot Fwd Pkts: 4 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 476 | TotLen Bwd Pkts: 972 | Fwd Pkt Len Max: 476 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 119.00 | Fwd Pkt Len Std: 238.00 | Bwd Pkt Len Max: 972,Dos Attacks-Goldeneye,02-15-2018.csv
Dst Port: 80 | Protocol: 6 | Flow Duration: 5071320 | Tot Fwd Pkts: 4 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 630 | TotLen Bwd Pkts: 972 | Fwd Pkt Len Max: 630 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 157.50 | Fwd Pkt Len Std: 315.00 | Bwd Pkt Len Max: 972,Dos Attacks-Goldeneye,02-15-2018.csv
Dst Port: 80 | Protocol: 6 | Flow Duration: 5069501 | Tot Fwd Pkts: 4 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 501 | TotLen Bwd Pkts: 972 | Fwd Pkt Len Max: 501 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 125.25 | Fwd Pkt Len Std: 250.50 | Bwd Pkt Len Max: 972,Dos Attacks-Goldeneye,02-15-2018.csv
Dst Port: 80 | Protocol: 6 | Flow Duration: 5989289 | Tot Fwd Pkts: 4 | Tot Bwd Pkts: 4 | TotLen Fwd Pkts: 292 | TotLen Bwd Pkts: 662 | Fwd Pkt Len Max: 292 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 73.00 | Fwd Pkt Len Std: 146.00 | Bwd Pkt Len Max: 662,Dos Attacks-Goldeneye,02-15-2018.csv
_Destination_Port: 80 | _Flow_Duration: 5021059 | _Total_Fwd_Packets: 6 | _Total_Backward_Packets: 5 | Total_Length_of_Fwd_Packets: 703 | _Total_Length_of_Bwd_Packets: 1414 | _Fwd_Packet_Length_Max: 356 | _Fwd_Packet_Length_Min: 0 | _Fwd_Packet_Length_Mean: 117.17 | _Fwd_Packet_Length_Std: 181.54 | Bwd_Packet_Length_Max: 1050 | _Bwd_Packet_Length_Min: 0 | _Bwd_Packet_Length_Mean: 282.80 | _Bwd_Packet_Length_Std: 456.92 | Flow_Bytes/s: 421.62,Portscan,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv
_Destination_Port: 80 | _Flow_Duration: 70 | _Total_Fwd_Packets: 1 | _Total_Backward_Packets: 1 | Total_Length_of_Fwd_Packets: 0 | _Total_Length_of_Bwd_Packets: 0 | _Fwd_Packet_Length_Max: 0 | _Fwd_Packet_Length_Min: 0 | _Fwd_Packet_Length_Mean: 0.00 | _Fwd_Packet_Length_Std: 0.00 | Bwd_Packet_Length_Max: 0 | _Bwd_Packet_Length_Min: 0 | _Bwd_Packet_Length_Mean: 0.00 | _Bwd_Packet_Length_Std: 0.00 | Flow_Bytes/s: 0.00,Portscan,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv
_Destination_Port: 80 | _Flow_Duration: 5018079 | _Total_Fwd_Packets: 6 | _Total_Backward_Packets: 5 | Total_Length_of_Fwd_Packets: 703 | _Total_Length_of_Bwd_Packets: 1413 | _Fwd_Packet_Length_Max: 356 | _Fwd_Packet_Length_Min: 0 | _Fwd_Packet_Length_Mean: 117.17 | _Fwd_Packet_Length_Std: 181.54 | Bwd_Packet_Length_Max: 1049 | _Bwd_Packet_Length_Min: 0 | _Bwd_Packet_Length_Mean: 282.60 | _Bwd_Packet_Length_Std: 456.50 | Flow_Bytes/s: 421.68,Portscan,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv
_Destination_Port: 80 | _Flow_Duration: 5024211 | _Total_Fwd_Packets: 6 | _Total_Backward_Packets: 5 | Total_Length_of_Fwd_Packets: 703 | _Total_Length_of_Bwd_Packets: 1414 | _Fwd_Packet_Length_Max: 356 | _Fwd_Packet_Length_Min: 0 | _Fwd_Packet_Length_Mean: 117.17 | _Fwd_Packet_Length_Std: 181.54 | Bwd_Packet_Length_Max: 1050 | _Bwd_Packet_Length_Min: 0 | _Bwd_Packet_Length_Mean: 282.80 | _Bwd_Packet_Length_Std: 456.92 | Flow_Bytes/s: 421.36,Portscan,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv
_Destination_Port: 80 | _Flow_Duration: 5386396 | _Total_Fwd_Packets: 3 | _Total_Backward_Packets: 1 | Total_Length_of_Fwd_Packets: 0 | _Total_Length_of_Bwd_Packets: 0 | _Fwd_Packet_Length_Max: 0 | _Fwd_Packet_Length_Min: 0 | _Fwd_Packet_Length_Mean: 0.00 | _Fwd_Packet_Length_Std: 0.00 | Bwd_Packet_Length_Max: 0 | _Bwd_Packet_Length_Min: 0 | _Bwd_Packet_Length_Mean: 0.00 | _Bwd_Packet_Length_Std: 0.00 | Flow_Bytes/s: 0.00,Portscan,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv
_Destination_Port: 80 | _Flow_Duration: 52 | _Total_Fwd_Packets: 1 | _Total_Backward_Packets: 1 | Total_Length_of_Fwd_Packets: 0 | _Total_Length_of_Bwd_Packets: 0 | _Fwd_Packet_Length_Max: 0 | _Fwd_Packet_Length_Min: 0 | _Fwd_Packet_Length_Mean: 0.00 | _Fwd_Packet_Length_Std: 0.00 | Bwd_Packet_Length_Max: 0 | _Bwd_Packet_Length_Min: 0 | _Bwd_Packet_Length_Mean: 0.00 | _Bwd_Packet_Length_Std: 0.00 | Flow_Bytes/s: 0.00,Portscan,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv
_Destination_Port: 80 | _Flow_Duration: 101 | _Total_Fwd_Packets: 1 | _Total_Backward_Packets: 1 | Total_Length_of_Fwd_Packets: 0 | _Total_Length_of_Bwd_Packets: 0 | _Fwd_Packet_Length_Max: 0 | _Fwd_Packet_Length_Min: 0 | _Fwd_Packet_Length_Mean: 0.00 | _Fwd_Packet_Length_Std: 0.00 | Bwd_Packet_Length_Max: 0 | _Bwd_Packet_Length_Min: 0 | _Bwd_Packet_Length_Mean: 0.00 | _Bwd_Packet_Length_Std: 0.00 | Flow_Bytes/s: 0.00,Portscan,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv
Dst Port: 80 | Protocol: 6 | Flow Duration: 56229523 | Tot Fwd Pkts: 153 | Tot Bwd Pkts: 104 | TotLen Fwd Pkts: 54995 | TotLen Bwd Pkts: 72495 | Fwd Pkt Len Max: 646 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 359.44 | Fwd Pkt Len Std: 271.42 | Bwd Pkt Len Max: 1068,Web_Attack,02-23-2018.csv
Dst Port: 80 | Protocol: 6 | Flow Duration: 5005911 | Tot Fwd Pkts: 5 | Tot Bwd Pkts: 3 | TotLen Fwd Pkts: 602 | TotLen Bwd Pkts: 1873 | Fwd Pkt Len Max: 602 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 120.40 | Fwd Pkt Len Std: 269.22 | Bwd Pkt Len Max: 1873,Web_Attack,02-23-2018.csv
Dst Port: 80 | Protocol: 6 | Flow Duration: 23 | Tot Fwd Pkts: 2 | Tot Bwd Pkts: 0 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Web_Attack,02-22-2018.csv
Dst Port: 80 | Protocol: 6 | Flow Duration: 5005472 | Tot Fwd Pkts: 5 | Tot Bwd Pkts: 3 | TotLen Fwd Pkts: 646 | TotLen Bwd Pkts: 364 | Fwd Pkt Len Max: 646 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 129.20 | Fwd Pkt Len Std: 288.90 | Bwd Pkt Len Max: 364,Web_Attack,02-23-2018.csv
Dst Port: 80 | Protocol: 6 | Flow Duration: 105 | Tot Fwd Pkts: 2 | Tot Bwd Pkts: 0 | TotLen Fwd Pkts: 0 | TotLen Bwd Pkts: 0 | Fwd Pkt Len Max: 0 | Fwd Pkt Len Min: 0 | Fwd Pkt Len Mean: 0.00 | Fwd Pkt Len Std: 0.00 | Bwd Pkt Len Max: 0,Web_Attack,02-23-2018.csv
